,Brand,Model,Price,Moteur,Energie,Architecture,Cylindrée,Puissance fiscale,Puissance maxi.,Couple maxi.,Boîte à vitesse,Palettes au volant,Conso. ville,Conso. route,Conso. mixte,Emission CO2,Vitesse maxi.,Accélération 0-100 km/h,Catégorie,Carrosserie,Nombre de places,Poids à vide,Longueur,Largeur,Hauteur,Empattement,Volume du réservoir,Volume de coffre,Airbags,ABS,ESP,Antipatinage,Aide au freinage d'urgence,Antidémarrage électronique,Aide au démarrage en côte,Sélecteur de mode de conduite,Détection de fatigue,Système d'alerte de franchissement de ligne,Détecteur d'angle mort,Détecteur de sous-gonflage,Fermeture de portes en roulant,Système d'alarme,Phares antibrouillard,Préparation ISOFIX,Climatisation,Système audio,Ordinateur de bord,Start & Stop,Régulateur de vitesse,Régulateur de vitesse adaptatif,Détecteur de pluie,Allumage auto. des feux,Frein à main électrique,Ecran tactile,Instrumentation de bord digitale,Reconnaissance de panneaux,Affichage Tête-Haute,Aide au stationnement,Caméra de recul,Park Assist Auto.,Commandes au volant,Volant réglable,Vitres électriques,Rétroviseurs électriques,Rétroviseurs rabattables électriquement,Coffre électrique,Démarrage mains libres,Sièges électriques,Sièges électriques avec fonction mémoire,Banquette arrière rabattable 1/3-2/3,Système de navigation GPS,Connexion Internet,Bluetooth,Follow-me home,Jantes aluminium,Volant cuir,Feux de jour,Phares à LED,Vitres sur-teintées,Sellerie,Toit,Barres de toit
236,DACIA,Logan,125.000 DH * promo,1.5 dCi 85,Diesel,4 cylindres,1.461 cm³,6 cv,85 ch,200 Nm,Manuelle 5 rapports,,"5,0 l/100 km","4,0 l/100 km","4,3 l/100 km",113 g/km,174 km/h,"14,7 sec.",Citadine,Citadine tricorps,5,1.012 kg,439 cm,184 cm,151 cm,264 cm,50 litre,528 litre,2,oui,non,non,non,oui,non,non,non,non,non,non,oui,non,oui,oui,manuelle,"Radio CD, MP3, USB",non,non,non,non,non,non,non,non,non,non,non,non,non,non,oui,non,Electrique AV,non,non,non,non,non,non,oui,non,non,oui,non,non,non,non,non,oui,Tissu,Rigide,non
237,DACIA,Logan,133.000 DH * promo,1.5 dCi 85,Diesel,4 cylindres,1.461 cm³,6 cv,85 ch,200 Nm,Manuelle 5 rapports,,"5,0 l/100 km","4,0 l/100 km","4,3 l/100 km",113 g/km,174 km/h,"14,7 sec.",Citadine,Citadine tricorps,5,1.012 kg,439 cm,184 cm,151 cm,264 cm,50 litre,528 litre,2,oui,non,non,non,oui,non,non,non,non,non,non,oui,non,oui,oui,manuelle,"Radio CD, MP3, USB",oui,non,oui,non,non,non,non,oui,non,non,non,Arrière,oui,non,oui,Hauteur,Electrique AV/AR,oui,non,non,non,non,non,oui,oui,non,oui,non,16 pouces,oui,oui,non,oui,Tissu,Rigide,non
238,DACIA,Sandero,116.000 DH * promo,1.0 TCe 100,Essence,3 cylindres,999 cm³,7 cv,100 ch,160 Nm,Manuelle 5 rapports,,"6,4 l/100 km","4,9 l/100 km","5,5 l/100 km",140 g/km,165 km/h,"14,2 sec.",Citadine,Citadine bicorps,5,1.122 kg,409 cm,184 cm,150 cm,260 cm,50 litre,410 litre,2,oui,oui,non,oui,oui,oui,non,non,non,non,non,oui,non,non,oui,manuelle,"Radio, USB",oui,non,oui,non,non,oui,non,non,non,non,non,non,non,non,oui,Hauteur et Profondeur,Electrique AV,oui,non,non,non,non,non,oui,non,non,oui,non,non,non,oui,non,non,Tissu,Rigide,non
239,DACIA,Sandero,133.000 DH * promo,1.5 dCi 95,Diesel,4 cylindres,1.461 cm³,6 cv,95 ch,220 Nm,Manuelle 5 rapports,,"5,5 l/100 km","3,8 l/100 km","4,1 l/100 km",109 g/km,172 km/h,"13,9 sec.",Citadine,Citadine bicorps,5,1.122 kg,409 cm,184 cm,150 cm,260 cm,50 litre,410 litre,2,oui,oui,non,oui,oui,oui,non,non,non,non,non,oui,non,oui,oui,manuelle,"Radio, USB",oui,non,oui,non,non,oui,non,non,non,non,non,non,non,non,oui,Hauteur et Profondeur,Electrique AV,oui,non,non,non,non,non,oui,non,non,oui,non,non,non,oui,non,non,Tissu,Rigide,non
240,DACIA,Sandero,144.000 DH * promo,1.5 dCi 95,Diesel,4 cylindres,1.461 cm³,6 cv,95 ch,220 Nm,Manuelle 5 rapports,,"5,5 l/100 km","3,8 l/100 km","4,1 l/100 km",109 g/km,172 km/h,"13,9 sec.",Citadine,Citadine bicorps,5,1.122 kg,409 cm,184 cm,150 cm,260 cm,50 litre,410 litre,4,oui,oui,non,oui,oui,oui,non,non,non,non,non,oui,non,oui,oui,manuelle,"Radio, USB",oui,non,oui,non,non,oui,non,oui,non,non,non,Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,non,non,non,non,non,oui,non,non,oui,non,16 pouces,non,oui,oui,non,Tissu,Rigide,non
241,DACIA,Sandero,147.000 DH * promo,1.5 dCi 102,Diesel,4 cylindres,1.461 cm³,6 cv,102 ch,230 Nm,Manuelle 5 rapports,,"5,6 l/100 km","3,9 l/100 km","4,2 l/100 km",110 g/km,175 km/h,"13,8 sec.",Citadine,Citadine bicorps,5,1.122 kg,409 cm,184 cm,150 cm,260 cm,50 litre,410 litre,2,oui,oui,non,oui,oui,oui,non,non,non,non,non,oui,non,oui,oui,manuelle,"Radio, USB",oui,non,oui,non,non,oui,non,non,non,non,non,non,non,non,oui,Hauteur et Profondeur,Electrique AV,oui,non,non,non,non,non,oui,non,non,oui,non,non,non,oui,non,non,Tissu,Rigide,non
242,DACIA,Sandero,158.000 DH * promo,1.5 dCi 102,Diesel,4 cylindres,1.461 cm³,6 cv,102 ch,230 Nm,Manuelle 5 rapports,,"5,6 l/100 km","3,9 l/100 km","4,2 l/100 km",110 g/km,175 km/h,"13,8 sec.",Citadine,Citadine bicorps,5,1.122 kg,409 cm,184 cm,150 cm,260 cm,50 litre,410 litre,4,oui,oui,non,oui,oui,oui,non,non,non,non,non,oui,non,oui,oui,manuelle,"Radio, USB",oui,non,oui,non,non,oui,non,oui,non,non,non,Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,non,non,non,non,non,oui,non,non,oui,non,16 pouces,non,oui,oui,non,Tissu,Rigide,non
243,DACIA,Duster,181.000 DH * promo,1.5 dCi 85,Diesel,4 cylindres,1.461 cm³,6 cv,85 ch,200 Nm,Manuelle 6 rapports,,"5,7 l/100 km","4,9 l/100 km","5,1 l/100 km",135 g/km,155 km/h,"14,8 sec.",4x4 / SUV / Crossover,SUV compact,5,1.205 kg,434 cm,180 cm,169 cm,267 cm,50 litre,475 litre,2,oui,oui,non,oui,oui,oui,non,non,non,non,non,oui,non,oui,non,manuelle,"Radio CD, MP3, USB",oui,non,oui,non,non,non,non,non,non,non,non,non,non,non,oui,Hauteur,Electrique AV,non,non,non,non,non,non,oui,non,non,oui,non,non,non,oui,non,non,Tissu,Rigide,oui
244,DACIA,Duster,194.000 DH * promo,1.5 dCi 85,Diesel,4 cylindres,1.461 cm³,6 cv,85 ch,200 Nm,Manuelle 6 rapports,,"5,7 l/100 km","4,9 l/100 km","5,1 l/100 km",135 g/km,155 km/h,"14,8 sec.",4x4 / SUV / Crossover,SUV compact,5,1.205 kg,434 cm,180 cm,169 cm,267 cm,50 litre,475 litre,4,oui,oui,non,oui,oui,oui,non,non,non,non,non,oui,non,oui,non,manuelle,"Radio CD, MP3, USB",oui,non,oui,non,non,non,non,oui,non,non,non,Arrière,non,non,oui,Hauteur,Electrique AV/AR,oui,non,non,non,non,non,oui,non,non,oui,non,16 pouces,non,oui,non,non,Tissu,Rigide,oui
245,DACIA,Duster,203.000 DH * promo,1.5 dCi 85,Diesel,4 cylindres,1.461 cm³,6 cv,85 ch,200 Nm,Manuelle 6 rapports,,"5,7 l/100 km","4,9 l/100 km","5,1 l/100 km",135 g/km,155 km/h,"14,8 sec.",4x4 / SUV / Crossover,SUV compact,5,1.205 kg,434 cm,180 cm,169 cm,267 cm,50 litre,475 litre,4,oui,oui,non,oui,oui,oui,non,non,non,non,non,oui,non,oui,non,auto.,"Radio CD, MP3, USB",oui,non,oui,non,non,non,non,oui,non,non,non,Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,non,non,oui,non,non,oui,non,non,oui,non,17 pouces,non,oui,non,non,Tissu,Rigide,oui
246,DACIA,Duster,201.000 DH * promo,1.5 dCi 110 EDC,Diesel,4 cylindres,1.461 cm³,6 cv,110 ch,250 Nm,Automatique 6 rapports,,"5,3 l/100 km","4,6 l/100 km","4,9 l/100 km",128 g/km,169 km/h,"11,9 sec.",4x4 / SUV / Crossover,SUV compact,5,1.205 kg,434 cm,180 cm,169 cm,267 cm,50 litre,475 litre,2,oui,oui,non,oui,oui,oui,non,non,non,non,non,oui,non,oui,non,manuelle,"Radio CD, MP3, USB",oui,non,oui,non,non,non,non,non,non,non,non,non,non,non,oui,Hauteur,Electrique AV,non,non,non,non,non,non,oui,non,non,oui,non,non,non,oui,non,non,Tissu,Rigide,oui
247,DACIA,Duster,214.000 DH * promo,1.5 dCi 110 EDC,Diesel,4 cylindres,1.461 cm³,6 cv,110 ch,250 Nm,Automatique 6 rapports,,"5,3 l/100 km","4,6 l/100 km","4,9 l/100 km",128 g/km,169 km/h,"11,9 sec.",4x4 / SUV / Crossover,SUV compact,5,1.205 kg,434 cm,180 cm,169 cm,267 cm,50 litre,475 litre,4,oui,oui,non,oui,oui,oui,non,non,non,non,non,oui,non,oui,non,manuelle,"Radio CD, MP3, USB",oui,non,oui,non,non,non,non,oui,non,non,non,Arrière,non,non,oui,Hauteur,Electrique AV,oui,non,non,non,non,non,oui,non,non,oui,non,16 pouces,non,oui,non,non,Tissu,Rigide,oui
248,DACIA,Duster,223.000 DH * promo,1.5 dCi 110 EDC,Diesel,4 cylindres,1.461 cm³,6 cv,110 ch,250 Nm,Automatique 6 rapports,,"5,3 l/100 km","4,6 l/100 km","4,9 l/100 km",128 g/km,169 km/h,"11,9 sec.",4x4 / SUV / Crossover,SUV compact,5,1.205 kg,434 cm,180 cm,169 cm,267 cm,50 litre,475 litre,4,oui,oui,non,oui,oui,oui,non,non,non,non,non,oui,non,oui,non,auto.,"Radio CD, MP3, USB",oui,non,oui,non,non,non,non,oui,non,non,non,Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,non,non,oui,non,non,oui,non,non,oui,non,17 pouces,non,oui,non,non,Tissu,Rigide,oui
249,DACIA,Duster,227.000 DH * promo,1.5 dCi 110,Diesel,4 cylindres,1.461 cm³,6 cv,110 ch,260 Nm,Manuelle 6 rapports,,"4,8 l/100 km","4,7 l/100 km","4,7 l/100 km",123 g/km,168 km/h,"12,4 sec.",4x4 / SUV / Crossover,SUV compact,5,1.205 kg,434 cm,180 cm,169 cm,267 cm,50 litre,475 litre,4,oui,oui,non,oui,oui,oui,non,non,non,non,non,oui,non,oui,non,manuelle,"Radio CD, MP3, USB",oui,non,oui,non,non,non,non,oui,non,non,non,Arrière,non,non,oui,Hauteur,Electrique AV/AR,oui,non,non,non,non,non,oui,non,non,oui,non,16 pouces,non,oui,non,non,Tissu,Rigide,oui
250,DACIA,Duster,228.900 DH *   * Prix public,1.5 dCi 110 EDC,Diesel,4 cylindres,1.461 cm³,6 cv,110 ch,250 Nm,Automatique 6 rapports,,"5,3 l/100 km","4,6 l/100 km","4,9 l/100 km",128 g/km,169 km/h,"11,9 sec.",4x4 / SUV / Crossover,SUV compact,5,1.205 kg,434 cm,180 cm,169 cm,267 cm,50 litre,475 litre,4,oui,oui,non,oui,oui,oui,non,non,non,oui,non,oui,non,oui,oui,auto.,"Radio CD, MP3, USB",oui,non,oui,non,non,non,non,oui,non,non,non,Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,non,non,oui,non,non,oui,oui,non,oui,non,17 pouces,non,oui,non,non,Tissu,Rigide,oui
251,DACIA,Lodgy,146.500 DH * promo,1.5 dCi 85,Diesel,4 cylindres,1.461 cm³,6 cv,85 ch,220 Nm,Manuelle 5 rapports,,"5,8 l/100 km","4,5 l/100 km","4,8 l/100 km",129 g/km,169 km/h,"12,3 sec.",Monospace / Break,Ludospace,5,1.203 kg,452 cm,177 cm,168 cm,281 cm,50 litre,827 litre,2,oui,non,non,oui,oui,non,non,non,non,non,non,oui,non,oui,non,non,"Radio CD, MP3, USB",oui,non,non,non,non,non,non,non,non,non,non,non,non,non,oui,Hauteur,Electrique AV,oui,non,non,non,non,non,oui,non,non,oui,non,non,non,non,non,non,Tissu,Rigide,oui
252,DACIA,Lodgy,164.500 DH * promo,1.5 dCi 85,Diesel,4 cylindres,1.461 cm³,6 cv,85 ch,220 Nm,Manuelle 5 rapports,,"5,8 l/100 km","4,5 l/100 km","4,8 l/100 km",129 g/km,169 km/h,"12,3 sec.",Monospace / Break,Ludospace,5,1.203 kg,452 cm,177 cm,168 cm,281 cm,50 litre,827 litre,4,oui,non,non,oui,oui,non,non,non,non,non,non,oui,non,oui,non,manuelle,"Radio CD, MP3, USB",oui,non,oui,non,non,non,non,oui,non,non,non,Arrière,non,non,oui,Hauteur,Electrique AV/AR,oui,non,non,non,non,non,oui,oui,non,oui,non,16 pouces,oui,non,non,non,Tissu,Rigide,oui
253,DFSK,Glory 580,239.000 DH * promo,1.5 l 150,Essence,4 cylindres,1.496 cm³,9 cv,150 ch,220 Nm,Automatique 7 rapports,,"8,3 l/100 km","6,5 l/100 km","7,4 l/100 km",110 g/km,180 km/h,"8,8 sec.",4x4 / SUV / Crossover,SUV compact,7,1.468 kg,486 cm,184 cm,171 cm,278 cm,58 litre,- litre,6,oui,oui,oui,oui,oui,oui,non,non,non,non,oui,oui,non,oui,oui,auto.,"Radio, CD, USB",oui,oui,oui,non,non,non,oui,oui,non,non,non,Arrière,oui,non,oui,Hauteur,Electrique AV/AR,oui,non,non,oui,non,non,oui,non,non,oui,oui,17 pouces,oui,oui,oui,non,Tissu,Ouvrant,oui
254,DFSK,Glory IX5,302.000 DH * promo,1.5 l TGDI 150,Essence,4 cylindres,1.498 cm³,9 cv,150 ch,220 Nm,Automatique 5 rapports,,"8,4 l/100 km","6,7 l/100 km","7,5 l/100 km",118 g/km,180 km/h,"8,8 sec.",4x4 / SUV / Crossover,SUV compact,5,- kg,46 cm,158 cm,164 cm,279 cm,- litre,- litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,non,oui,oui,auto.,"Radio, CD, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Arrière,oui,non,oui,Hauteur,Electrique AV/AR,oui,oui,oui,oui,non,non,oui,non,non,oui,oui,19 pouces,oui,oui,oui,non,Tissu,Ouvrant,oui
255,DS,DS3 Crossback,299.000 DH * promo,1.5 BlueHDi 130 EAT8,Diesel,4 cylindres,1.499 cm³,8 cv,130 ch,300 Nm,Automatique 8 rapports à double embrayage,,"4,2 l/100 km","3,6 l/100 km","3,8 l/100 km",99 g/km,195 km/h,"9,9 sec.",4x4 / SUV / Crossover,Crossover urbain,5,1.280 kg,412 cm,179 cm,153 cm,256 cm,41 litre,350 litre,4,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,non,non,oui,auto.,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,oui,non,non,non,non,oui,oui,oui,17 pouces,oui,oui,non,non,Tissu,Rigide,non
256,DS,DS3 Crossback,379.000 DH * promo,1.5 BlueHDi 130 EAT8,Diesel,4 cylindres,1.499 cm³,8 cv,130 ch,300 Nm,Automatique 8 rapports à double embrayage,oui,"4,2 l/100 km","3,6 l/100 km","3,8 l/100 km",99 g/km,195 km/h,"9,9 sec.",4x4 / SUV / Crossover,Crossover urbain,5,1.280 kg,412 cm,179 cm,153 cm,256 cm,41 litre,350 litre,6,oui,oui,oui,oui,oui,oui,oui,non,oui,non,oui,oui,non,non,oui,auto.,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,oui,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,oui,Conducteur,oui,oui,non,oui,oui,oui,18 pouces,oui,oui,oui,oui,Cuir / Tissu,Rigide,non
257,DS,DS7 Crossback,449.000 DH * promo,2.0 BlueHDi 180 EAT8,Diesel,4 cylindres,1.997 cm³,8 cv,180 ch,400 Nm,Automatique 8 rapports à double embrayage,oui,"6,3 l/100 km","4,7 l/100 km","5,3 l/100 km",137 g/km,215 km/h,"9,9 sec.",4x4 / SUV / Crossover,SUV compact,5,1.535 kg,457 cm,190 cm,163 cm,274 cm,55 litre,555 litre,6,oui,oui,oui,oui,oui,oui,oui,non,oui,non,oui,oui,non,oui,oui,auto. Bi-zone,"Radio, MP3, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,oui,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur,oui,oui,oui,non,oui,oui,19 pouces,oui,oui,oui,oui,Alcantara,Rigide,oui
258,DS,DS7 Crossback,479.000 DH * promo,2.0 BlueHDi 180 EAT8,Diesel,4 cylindres,1.997 cm³,8 cv,180 ch,400 Nm,Automatique 8 rapports à double embrayage,oui,"6,3 l/100 km","4,7 l/100 km","5,3 l/100 km",137 g/km,215 km/h,"9,9 sec.",4x4 / SUV / Crossover,SUV compact,5,1.535 kg,457 cm,190 cm,163 cm,274 cm,55 litre,555 litre,8,oui,oui,oui,oui,oui,oui,oui,non,oui,non,oui,oui,non,oui,oui,auto. Bi-zone,"Radio CD, MP3, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,oui,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,oui,oui,oui,oui,oui,oui,18 pouces,oui,oui,oui,oui,Cuir,Panoramique ouvrant,oui
259,DS,DS7 Crossback,560.000 DH * promo,2.0 BlueHDi 180 EAT8,Diesel,4 cylindres,1.997 cm³,8 cv,180 ch,400 Nm,Automatique 8 rapports à double embrayage,oui,"6,3 l/100 km","4,7 l/100 km","5,3 l/100 km",137 g/km,215 km/h,"9,9 sec.",4x4 / SUV / Crossover,SUV compact,5,1.535 kg,457 cm,190 cm,163 cm,274 cm,55 litre,555 litre,8,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,non,oui,oui,auto. Bi-zone,"Radio CD, MP3, USB",oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,oui,oui,oui,oui,oui,oui,18 pouces,oui,oui,oui,oui,Cuir,Panoramique ouvrant,oui
260,DS,DS7 Crossback,685.000 DH *   * Prix public,1.6 PHEV 300 EAT8,Hybride,4 cylindres en ligne,1.598 cm³,8 cv,300 ch,300 Nm,Automatique 8 rapports à double embrayage,oui,"9,0 l/100 km","6,3 l/100 km","1,5 l/100 km",34 g/km,235 km/h,"5,9 sec.",4x4 / SUV / Crossover,SUV compact,5,1.535 kg,457 cm,190 cm,163 cm,274 cm,55 litre,555 litre,8,oui,oui,oui,oui,oui,oui,oui,non,oui,non,oui,oui,non,oui,oui,auto. Bi-zone,"Radio CD, MP3, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,oui,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,oui,oui,oui,oui,oui,oui,19 pouces,oui,oui,oui,oui,Cuir,Panoramique ouvrant,oui
261,FIAT,500,136.900 DH * promo,1.2 l 69,Essence,4 cylindres,1.242 cm³,7 cv,69 ch,102 Nm,Manuelle 5 rapports,,"6,2 l/100 km","4,2 l/100 km","4,9 l/100 km",113 g/km,160 km/h,"12,9 sec.",Micro citadine,Monocorps,4,930 kg,357 cm,163 cm,149 cm,230 cm,35 litre,185 litre,8,oui,oui,oui,oui,oui,oui,non,non,non,non,oui,non,non,non,oui,manuelle,"Radio, MP3",oui,non,non,non,non,non,non,non,non,non,non,non,non,non,oui,Hauteur,Electrique AV,oui,non,non,non,non,non,non,non,non,non,non,non,non,oui,oui,non,Tissu,Rigide,non
262,FIAT,500,153.500 DH * promo,1.2 l 69,Essence,4 cylindres,1.242 cm³,7 cv,69 ch,102 Nm,Manuelle 5 rapports,,"6,2 l/100 km","4,2 l/100 km","4,9 l/100 km",113 g/km,160 km/h,"12,9 sec.",Micro citadine,Monocorps,4,930 kg,357 cm,163 cm,149 cm,230 cm,35 litre,185 litre,8,oui,oui,oui,oui,oui,oui,non,non,non,non,oui,non,non,oui,oui,auto.,Radio MP3,oui,non,non,non,non,non,non,oui,non,non,non,non,non,non,oui,Hauteur,Electrique AV,oui,non,non,non,non,non,non,non,non,oui,non,15 pouces,non,oui,oui,oui,Tissu,Panoramique,non
263,FIAT,500,162.900 DH * promo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,FIAT,500,162.900 DH * promo,1.2 l 69,Essence,4 cylindres,1.242 cm³,7 cv,69 ch,102 Nm,Manuelle 5 rapports,,"6,2 l/100 km","4,2 l/100 km","4,9 l/100 km",113 g/km,160 km/h,"12,9 sec.",Micro citadine,Monocorps,4,930 kg,357 cm,163 cm,149 cm,230 cm,35 litre,185 litre,8,oui,oui,oui,oui,oui,oui,non,non,non,non,oui,non,non,oui,oui,auto.,Radio MP3,oui,non,non,non,non,non,non,oui,non,non,non,non,non,non,oui,Hauteur,Electrique AV,oui,non,non,non,non,non,non,non,non,oui,non,15 pouces,oui,oui,oui,oui,Tissu,Panoramique,non
265,FIAT,500C,183.500 DH * promo,1.2 l 69,Essence,4 cylindres,1.242 cm³,7 cv,69 ch,102 Nm,Manuelle 5 rapports,,"6,2 l/100 km","4,2 l/100 km","4,9 l/100 km",113 g/km,160 km/h,"12,9 sec.",Cabriolet / Roadster,Cabriolet,4,980 kg,357 cm,163 cm,149 cm,230 cm,35 litre,182 litre,8,oui,oui,oui,oui,oui,oui,non,non,non,non,oui,non,non,oui,oui,auto.,Radio MP3,oui,non,non,non,non,non,non,oui,non,non,non,non,non,non,oui,Hauteur,Electrique AV,oui,non,non,non,non,non,non,non,non,oui,non,15 pouces,non,oui,oui,oui,Tissu,Panoramique,non
266,FIAT,500C,183.500 DH * promo,1.2 l 69,Essence,4 cylindres,1.242 cm³,7 cv,69 ch,102 Nm,Manuelle 5 rapports,,"6,2 l/100 km","4,2 l/100 km","4,9 l/100 km",113 g/km,160 km/h,"12,9 sec.",Cabriolet / Roadster,Cabriolet,4,980 kg,357 cm,163 cm,149 cm,230 cm,35 litre,182 litre,8,oui,oui,oui,oui,oui,oui,non,non,non,non,oui,non,non,oui,oui,auto.,Radio MP3,oui,non,non,non,non,non,non,oui,non,non,non,non,non,non,oui,Hauteur,Electrique AV,oui,non,non,non,non,non,non,non,non,oui,non,15 pouces,non,oui,oui,oui,Tissu,Panoramique,non
267,FIAT,Tipo,151.500 DH * promo,1.4 l 95,Essence,4 cylindres,1.368 cm³,8 cv,95 ch,127 Nm,Manuelle 6 rapports,,"7,7 l/100 km","4,6 l/100 km","5,7 l/100 km",133 g/km,185 km/h,"11,5 sec.",Compacte,Compacte tricorps,5,1.205 kg,453 cm,179 cm,150 cm,264 cm,50 litre,520 litre,2,oui,non,oui,oui,oui,non,non,non,non,non,non,oui,non,non,oui,manuelle,Radio USB,oui,non,non,non,non,non,non,non,non,non,non,non,non,non,non,Hauteur et Profondeur,Electrique AV/AR,oui,non,non,non,non,non,non,non,non,oui,non,non,non,oui,non,non,Tissu,Rigide,non
268,FIAT,Tipo,171.500 DH * promo,1.3 Multijet 95,Diesel,4 cylindres,1.248 cm³,5 cv,95 ch,200 Nm,Manuelle 6 rapports,,"5,2 l/100 km","3,5 l/100 km","4,1 l/100 km",108 g/km,180 km/h,"10,9 sec.",Compacte,Compacte tricorps,5,1.205 kg,453 cm,179 cm,150 cm,264 cm,50 litre,520 litre,2,oui,non,oui,oui,oui,non,non,non,non,non,non,oui,non,non,oui,manuelle,"Radio, USB",oui,non,non,non,non,non,non,non,non,non,non,non,non,non,non,Hauteur et Profondeur,Electrique AV/AR,oui,non,non,non,non,non,non,non,non,oui,non,non,non,oui,non,non,Tissu,Rigide,non
269,FIAT,Tipo,188.500 DH * promo,1.3 Multijet 95,Diesel,4 cylindres,1.248 cm³,5 cv,95 ch,200 Nm,Manuelle 6 rapports,,"5,2 l/100 km","3,5 l/100 km","4,1 l/100 km",108 g/km,180 km/h,"10,9 sec.",Compacte,Compacte tricorps,5,1.205 kg,453 cm,179 cm,150 cm,264 cm,50 litre,520 litre,0,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,,Rigide,non
270,FIAT,Tipo,204.500 DH * promo,1.6 Multijet 120,Diesel,4 cylindres,1.598 cm³,6 cv,120 ch,320 Nm,Manuelle 6 rapports,,"5,2 l/100 km","3,6 l/100 km","4,2 l/100 km",110 g/km,199 km/h,"9,2 sec.",Compacte,Compacte tricorps,5,1.205 kg,453 cm,179 cm,150 cm,264 cm,50 litre,520 litre,0,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,,Rigide,non
271,FIAT,Tipo,214.500 DH * promo,1.6 Multijet 120,Diesel,4 cylindres,1.598 cm³,6 cv,120 ch,320 Nm,Manuelle 6 rapports,,"5,2 l/100 km","3,6 l/100 km","4,2 l/100 km",110 g/km,199 km/h,"9,2 sec.",Compacte,Compacte tricorps,5,1.205 kg,453 cm,179 cm,150 cm,264 cm,50 litre,520 litre,8,oui,oui,oui,oui,oui,oui,non,non,non,non,oui,oui,non,oui,oui,manuelle,Radio USB,oui,non,oui,non,oui,oui,non,oui,non,non,non,Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,non,non,non,non,non,oui,non,non,oui,non,17 pouces,oui,oui,non,non,Tissu,Rigide,non
272,FIAT,Tipo Hatchback,232.000 DH * promo,1.6 Multijet 120,Diesel,4 cylindres,1.598 cm³,6 cv,120 ch,320 Nm,Manuelle 6 rapports,,"4,4 l/100 km","3,3 l/100 km","3,7 l/100 km",106 g/km,200 km/h,"8,9 sec.",Compacte,Compacte bicorps,5,1.290 kg,437 cm,179 cm,151 cm,264 cm,50 litre,440 litre,8,oui,oui,oui,oui,oui,oui,non,non,non,non,oui,oui,non,non,oui,manuelle,Radio USB,oui,oui,oui,non,non,non,non,non,non,non,non,non,non,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,non,non,non,non,non,oui,non,non,oui,non,16 pouces,non,oui,non,non,Tissu,Rigide,non
273,FIAT,Tipo Hatchback,248.500 DH * promo,1.6 Multijet 120 DCT,Diesel,4 cylindres,1.598 cm³,6 cv,120 ch,320 Nm,Automatique 6 rapports,,"4,4 l/100 km","3,4 l/100 km","3,8 l/100 km",99 g/km,200 km/h,"8,8 sec.",Compacte,Compacte bicorps,5,1.290 kg,437 cm,179 cm,151 cm,264 cm,50 litre,440 litre,0,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,,Rigide,non
